index,DATE_TIME,TIME_EPOCH,VOLTAGE,CURRENT,TEMP_SENSOR1,TEMP_SENSOR2,TEMP_SENSOR3,TEMP_SENSOR4,TEMP_SENSOR5,HEATER1_STATUS,HEATER2_STATUS,HEATER3_STATUS,HEATER4_STATUS,HEATER5_STATUS
243,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
244,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
245,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
246,2021-08-26 17:46:40,1630000000000.0,219.84,9.3,,,,,,,,,,      
247,2021-08-26 17:46:40,1630000000000.0,,9.3,,20.0,,,,,,,,      
248,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
249,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
250,2021-08-26 17:46:40,1630000000000.0,219.76,8.79,,,,,,,,,,      
251,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
252,2021-08-26 17:46:40,1630000000000.0,,8.79,,,,,,,,,,      
253,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
254,2021-08-26 17:46:40,1630000000000.0,219.84,9.3,,,,,,,,,,      
255,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,12.0,,,,,      
256,2021-08-26 17:46:40,1630000000000.0,,9.3,,,,,,,,,,      
257,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,1.0,1.0,0.0,,      
258,2021-08-26 17:46:40,1630000000000.0,219.92000000000002,11.36,,,,,,,,,,      
259,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
260,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,1.0,0
261,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
262,2021-08-26 17:46:40,1630000000000.0,219.92000000000002,11.1,,,,,,,,,,      
263,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
264,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
265,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,17.09,,,,,,      
266,2021-08-26 17:46:40,1630000000000.0,219.84,11.36,,,,,,,,,,      
267,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
268,2021-08-26 17:46:40,1630000000000.0,,11.36,,,,,,,,,,      
269,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
270,2021-08-26 17:46:40,1630000000000.0,219.92000000000002,11.1,21.88,,,,,,,,,      
271,2021-08-26 17:46:40,1630000000000.0,,11.1,,,30.0,,,,,,,      
272,2021-08-26 17:46:40,1630000000000.0,,11.1,,,,,,,,,,      
273,2021-08-26 17:46:40,1630000000000.0,,11.61,,,,,,,,,,      
274,2021-08-26 17:46:40,1630000000000.0,219.92000000000002,11.61,,,,,,,,,,      
